,image_file,seen_data_numeric,size_used,closing_ssd,closing_eng,otsu_ssd,otsu_eng,gaus_ssd,gaus_eng,thresh_eng,thresh_ssd
0,['.\\sipaimages\\5\\21.jpg'],-18.43,601,74417944.11,['.'],['0041101062.111116301112141114101.90181111'],111.0,['117777160017711161411518461111171711114606111110.115535119611100125004.7'],3.0,0.57,['416111116391411106111111889518488511411111070416611365000003711177778501111112110111']
0,['.\\sipaimages\\5\\22.jpg'],-20.07,601,1000800333110494,['.'],['917141010011111111224111111'],['.'],7.777271410000038e+70,['1.59.04'],45,1.7111111110161505e+36
0,['.\\sipaimages\\5\\23.jpg'],8.3,601,11,,11,,171111,0,,116111
0,['.\\sipaimages\\5\\24.jpg'],179.32,601,,,7,,,,['.......'],1.11814515419141e+46
0,['.\\sipaimages\\5\\25.jpg'],179.32,601,4,,777777007041.9,,['111401111111101111111.11108141111471110113.14.1111015314317111411'],0.0,0.3,['41031164161800005718854631061022000101146478755744011616466741110011122453660851111111111728164']
0,['.\\sipaimages\\5\\26.jpg'],179.26,601,779141,,['4111.2.11'],,['1030114940000061111177'],4,['...'],['77777187.5741148112514.1.4111640133000000666016401112.11']
0,['.\\sipaimages\\5\\27.jpg'],179.26,601,11.7104149,['.'],['00.1126301747147.1'],1.0,['1451.41.5141105111061474199.31174177'],11,['20..2.'],['4.4.172.57241440.003486777011610000017759301.1111']
0,['.\\sipaimages\\5\\3.jpg'],10.63,601,10114,,6600220411,33.125,,,['..7'],['8181611114138161141011']
0,['.\\sipaimages\\5\\4.jpg'],10.63,601,,,3441.754311,['..'],11111,['..'],3,['1168146631300.00007.11.7']
0,['.\\sipaimages\\5\\5.jpg'],10.63,601,981,,14111941111541639149,0.37,['11771111461.74431010111111001101114.11.1121171177777777111111'],['4.211.75.'],0,['732111191020161116627741.11.2.114']
0,['.\\sipaimages\\5\\6.jpg'],10.63,601,774111170114171,['.'],['710114947411481271461'],['..'],['3772111111541.711171111.11.11110107111111111100'],1,['224.13371...4.'],['1116101124177046000473141114013451442104679111044431002046.21273155460411611246194.4134711610631200000411771']
0,['.\\sipaimages\\5\\7.jpg'],9.3,601,8,5,2.1151704511044414,['7.25..9.'],,,,['41...7400.0.611']
0,['.\\sipaimages\\5\\8.jpg'],9.3,601,,,24691154,,171,,311.14,['83571610063542452.51784201886712211411886008686.9816802281111111800121171440000344347401']
0,['.\\sipaimages\\5\\9.jpg'],6.85,601,4404673449,,['84000034161180306008820016115228210.455877.54867162024511840171114'],['...'],1111,['.'],,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,602,117,,117.71421109462,,,,,11
0,['.\\sipaimages\\5\\10.jpg'],10.51,602,1655551850,,['0000000..'],,['1031131172711119114111111111112257214236117707.25.77117777105501'],['.....51'],['.'],477412201102109
0,['.\\sipaimages\\5\\11.jpg'],10.51,602,4.1,,181117771717701,0.1,['4.1.4117777111191111910014117.117771161100077571'],['1...1.'],,444691191
0,['.\\sipaimages\\5\\12.jpg'],10.51,602,7,,175117,,['777117.75700000000111171411111111140.11111111110111111110010000001111777355775551'],['17.1.'],,404111141
0,['.\\sipaimages\\5\\13.jpg'],10.46,602,800084111,,['1.80065.50443.58816.74671151111144717117117'],['..84'],1.1140111111110112e+24,['..'],['41431.3.'],['4130116151174420113441661165811431111111111111511141000000000117']
0,['.\\sipaimages\\5\\14.jpg'],10.46,602,114,['.'],1.144199417221156e+23,34.0,['55555557577117.....117117701111941'],,0.1,['11241831601184413511140000001']
0,['.\\sipaimages\\5\\15.jpg'],10.69,602,142.911771144,4,1331113111,['33..'],11111111114.111776,['..'],43.3,['..24111111119']
0,['.\\sipaimages\\5\\16.jpg'],10.14,602,11,,4.001147770041131e+16,['....'],['13411111111111115306602411114116117111441411'],2,['...3.'],['117311111104129110001127391115111191980244011861111641151000061']
0,['.\\sipaimages\\5\\17.jpg'],10.23,602,1,1,['674401617714161161611147777111111111111711171077477744'],['....553.'],['71111141117994447471111114.7111111.111111611'],['4...14'],0.73,['717111101158427505612484510181116167']
0,['.\\sipaimages\\5\\18.jpg'],-19.53,602,117777214,,20111100000434,,['207775110111111111.31111117571111144110001111290111111.11211001101111111.001141711111114815'],726,80,['08040151111749110161110005611']
0,['.\\sipaimages\\5\\19.jpg'],-18.24,602,4114111646210117.5,['.09.'],9.7774411698891e+30,['.'],1.1911167711774e+59,57,41.0,1.119871141416012e+17
0,['.\\sipaimages\\5\\2.jpg'],-7.94,602,11140,,11,,11,['.'],,['81671949.5701117.75']
0,['.\\sipaimages\\5\\20.jpg'],-20.22,602,1.4411885113353468e+35,['..1.'],['1118021111881111111861411181885282211523012.39.1141819114000000645'],['....0'],['5774231181814177771111000611177777.11211521121111119911911415146.117157'],['..'],54,8.08086708088866e+22
0,['.\\sipaimages\\5\\21.jpg'],-18.43,602,19440001385147,13,1.1101109112141114e+24,['.....7'],['1177757416777777711533.011111111191.401111111151411189141.6011011.55717500012511111'],['.'],['...1..'],['.1411119191114.118014111112604111711004106611152071111']
0,['.\\sipaimages\\5\\22.jpg'],-20.07,602,90.114414,,23118111111111,['..'],['17101111777777770111111011541556256111555511111190110711111002111111111044111101111.11111621611615666651611112271611122481116111100010101111111164600119111011111.744'],['.14..'],['..'],7.404711711111441e+29
0,['.\\sipaimages\\5\\23.jpg'],8.3,602,1310,['.'],7530,,111,,,1414119
0,['.\\sipaimages\\5\\24.jpg'],179.32,602,,,,,,,25,['77611670516645353.466526.30538668880640627.7755232841021411168091737807763130135.789.064411571']
0,['.\\sipaimages\\5\\25.jpg'],179.32,602,4,,777777770040.0,,['776505167577575775711114.414114101.11.141114115111140811.11111.111111111410000111412751114111'],['..3'],422117,['2.64326.553.9.9.9.51110300605341800200188056.46054601119122130400110730600344111174946622739311111141160411164.111']
0,['.\\sipaimages\\5\\26.jpg'],179.26,602,664100000011,,['1.2.11'],,['111174111115114..41111111.5.1'],['.4.4'],['7..7.05'],['3001067687054500060006600626114118137']
0,['.\\sipaimages\\5\\27.jpg'],179.26,602,1000,0.1,406.1610862431001,['..04'],['90016410011115..1..41.033161111110.110117440726001114141'],['..'],['5...1.'],['57.293500093544.50......1141274197879112411101177487141111116161']
0,['.\\sipaimages\\5\\3.jpg'],10.63,602,0.60004,,60204,125014,,,0.0,114161114111119.73
0,['.\\sipaimages\\5\\4.jpg'],10.63,602,,,['00900007444440.31.4..44794111'],['..'],,,['.'],['0611604671964276314441']
0,['.\\sipaimages\\5\\5.jpg'],10.63,602,71,,677111311411344001,31.0,7.777777777777778e+38,,474,['77111140118080677...101715.711.11']
0,['.\\sipaimages\\5\\6.jpg'],10.63,602,44011211171,1,['74.11711...11186414131811847'],['.....7.43'],['7777777771111.4771714477721111114111.11111111111111111.100.1111611117771'],['...'],['..4..323.'],['72.8777.7.45.28631006388771142468.79.026.7.847.800584880.086130060000116491413411177777555511171']
0,['.\\sipaimages\\5\\7.jpg'],9.3,602,1,,['111290405102941641211123184'],43,,,,608055520400867111
0,['.\\sipaimages\\5\\8.jpg'],9.3,602,,,44291154,1,411111,,['.121..'],['624550346164384.60800.5168008011426111777115472041444411211110000300007411']
0,['.\\sipaimages\\5\\9.jpg'],6.85,602,88147004550,,['28677686828100606181006914866143110620563180636111'],['......'],111,,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,603,41,3,814725721110462,7,11111111,,['.'],1142711
0,['.\\sipaimages\\5\\10.jpg'],10.51,603,['7117..'],['.'],['38100000...'],,['111341114.7.211914178111100000001614111111111111.1177735711774511000000411117777777041711111'],['.12.....1'],,47177471021005511
0,['.\\sipaimages\\5\\11.jpg'],10.51,603,41,,11103.0001,1,['9....1..11110001111.72.4100000164111171771.11111111111111111100141111111102116112111301'],['30.1.'],['..'],6411134011
0,['.\\sipaimages\\5\\12.jpg'],10.51,603,7,['.'],1,4.0,['.52.77777311.41111.1467.1.41111011111388000000100.1775135555'],,,44001149
0,['.\\sipaimages\\5\\13.jpg'],10.46,603,1114444001,['.'],1088.7615151111156,['...'],['0031174777479000000017111'],0.71,['.45.2'],['12444414771641634181811117111113811124000000011']
0,['.\\sipaimages\\5\\14.jpg'],10.46,603,8,,['116840117117185081440000027771'],['.11.'],['211111111117777001111416555116111157555532000001011'],['....'],1,49100111411
0,['.\\sipaimages\\5\\15.jpg'],10.69,603,10111.11441,51,['414417241461177316406141414111171111'],['3.1..5..'],['17.11.2110303337'],1,13,1811501111
0,['.\\sipaimages\\5\\16.jpg'],10.14,603,11008115411,,['40011.461.1100141'],['...'],['11111111144555255111441114311111411'],['...'],['08.2..4......'],['1173111847752624121810802562180411401065519191121444744171181715114000911']
0,['.\\sipaimages\\5\\17.jpg'],10.23,603,1,,['811108000052619234458443.7.77'],,222441411.11111,['4...'],['.724.4'],['4771710701117033188211113646111814218871416118341111']
0,['.\\sipaimages\\5\\18.jpg'],-19.53,603,11100071,,['00000027100071111100000800731'],,['177551.111111111175511114.6111111621111111117.51111111111.27111110101406111141.04011011111108111'],0.4,['..'],['600101414181010086251141004066']
0,['.\\sipaimages\\5\\19.jpg'],-18.24,603,['77711111164601004111771177771'],0,1.344998891040662e+18,4,['1121217777.71111411111112417177711111111461111163.111394111146001141191.11165001157'],['.17.7'],['.5.54.5.5'],['11111006141411111171161111804.1182418111100005117006.160122081611114']
0,['.\\sipaimages\\5\\2.jpg'],-7.94,603,11,,11,,1114,['.'],45,['1151804641691241114110']
0,['.\\sipaimages\\5\\20.jpg'],-20.22,603,['144111156909881661412331116010401411411001801111'],['..2.'],['1174807061100141117700531138004177328877777722.3022310013737885.1331160160061142411151440475.79'],['..'],['1777777777777777731210117.777711111003511115191121111111466111114011118657575757775777.181163822152706111557611757'],,['.8.04'],17811881971004.066
0,['.\\sipaimages\\5\\21.jpg'],-18.43,603,4414116460419110821,['.'],4.119411411141e+19,['......'],['177777111811567777771111010.01111111311111146141111.11011116.79841.604011100011200001251111.7'],['..05'],['..'],1.1111061123100887e+38
0,['.\\sipaimages\\5\\22.jpg'],-20.07,603,['957701619101111146040711'],['.'],181144111111111.1,['.1711.'],['111711191011111111112311171171013.7.6711114171111111111111171110010119111111.11011111640001611104100661'],77751.0,32,['11114111111.57186416511.4464188800002311710.111..4211776.7']
0,['.\\sipaimages\\5\\23.jpg'],8.3,603,131,,87,,111,,,2774111
0,['.\\sipaimages\\5\\24.jpg'],179.32,603,,,,,,,['..'],['066432667.50068300865.57054698888686.688808063516005865932811412022111014400168093231564506']
0,['.\\sipaimages\\5\\25.jpg'],179.32,603,1,['.'],777777707041.1,,['111161411111114.111171111411197347.11115777746117'],['..3..'],['..0332'],4.861461961001102e+43
0,['.\\sipaimages\\5\\26.jpg'],179.26,603,7777777071007711,,['1.2.11'],,1.114711111111141e+30,['75..7.'],['..'],1.7700406000802896e+16
0,['.\\sipaimages\\5\\27.jpg'],179.26,603,1901070770071,['.'],['00000253104623106441777471'],1,['1171471.1111116041411111159.311713'],,54.0,['18667711102380071011119818631']
0,['.\\sipaimages\\5\\3.jpg'],10.63,603,8707727414,5,,,,,,110151078111131
0,['.\\sipaimages\\5\\4.jpg'],10.63,603,7737572144,['.'],['0000004.544440..6.11.4..447467417'],2,,,44,['03424483444631346481267441']
0,['.\\sipaimages\\5\\5.jpg'],10.63,603,1171991,,['1411310111516341344727'],5,['77777777781411111.1111770144335311177777731.7.1'],['4..1.'],342,['10111171111621016127.4794411178676301.075141.11']
0,['.\\sipaimages\\5\\6.jpg'],10.63,603,14774,['.'],74.11710111141113,['.....9'],['770044577777777777911111.006614.114771111015111111124.47000111111111111111111.11.111.1111111141.111111111741171111111'],['47772..'],['.2....'],['00641757580638645649868..05847564410.00001114477977711448100645811111111']
0,['.\\sipaimages\\5\\7.jpg'],9.3,603,8,,['0105101131080471111481424'],['...'],,,,1100543294880840111
0,['.\\sipaimages\\5\\8.jpg'],9.3,603,,,444191154,1,164111,1,['..'],['2.763003028880057367..0..5301441900001165141111000007411']
0,['.\\sipaimages\\5\\9.jpg'],6.85,603,147815554414,,84445.5717774514,['.'],111111,1.0,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,604,44077817,,7436.544140474,,11116711,['..'],,4719
0,['.\\sipaimages\\5\\10.jpg'],10.51,604,27117851,,['81000000..'],,1.1111002110024112e+81,['2.....'],,477071447021134.3
0,['.\\sipaimages\\5\\11.jpg'],10.51,604,1.1,,175111011414.44736,['.4.1.11'],['1........11...714075.1.775111111574411141111100.75141117.111577.245.7375111100011111.11000000000'],['.....'],,41505161
0,['.\\sipaimages\\5\\12.jpg'],10.51,604,7,,,,7.771111111114122e+38,,,121141
0,['.\\sipaimages\\5\\13.jpg'],10.46,604,4111,,['0013.414.56.3149111191118471771771110777774'],['...2'],['00000001117770111114541414111777770713111'],11,3.0,3.110461110111111e+16
0,['.\\sipaimages\\5\\14.jpg'],10.46,604,1414,['.'],7401171746003000551,0.11,['41.1.71101111112451111117771741111112413119.1111451411116011'],['...'],0.3,['1411518513514441170000011']
0,['.\\sipaimages\\5\\15.jpg'],10.69,604,111.149411,13111,1134797111814.3113,3232.0,0.1101111,['..'],1,18011111411
0,['.\\sipaimages\\5\\16.jpg'],10.14,604,144414815,['..'],7.077777774145111e+20,43,144111111621,,['00.4..'],['0000126602161066218011163744041201748160.7811716440.411']
0,['.\\sipaimages\\5\\17.jpg'],10.23,604,1,,['400111814423770474724724707..7865..7.1.771'],['.'],['1111.17244575581111116.1111111111171.410217611'],41.0,['...'],['4771544108167708867006365601000860011111416515111416111371']
0,['.\\sipaimages\\5\\18.jpg'],-19.53,604,1444444414,,27109041001740734,,['003030557777755521.100080011111111107477111161191117111111118411111111111.7111117101181.111914061141141.701014711.1111111111'],['0.747...33'],,['1100114410111511681151761117441001017111']
0,['.\\sipaimages\\5\\19.jpg'],-18.24,604,1.7411414116101013e+26,['..09.'],['94771748111551411117015110111111141114'],['.'],['111024111177777777771151111.197411111144.111111110571116521110010411172.111000008171115'],107.1,['..'],['110112118111141111814140100310010111114114941141122081611116']
0,['.\\sipaimages\\5\\2.jpg'],-7.94,604,11,,11,,11,,['.'],['470207.5117817.73']
0,['.\\sipaimages\\5\\20.jpg'],-20.22,604,['1111665315381465804800010554.7.02284071335521.41711900111114101140081105111'],0.231,['1111111111115723300000071331416553011606600111111080'],['.1.30.'],['77777777318177777771.711060000001111111177171111121.11711111.54111116114521111523011116525301125814111157'],553,['..'],['17882511888111188819117111101172271110110160']
0,['.\\sipaimages\\5\\21.jpg'],-18.43,604,14441411640401910010,,3.773094111921111e+32,['.......'],1.1777711811101112e+33,['41.133...10'],['.23...2101.'],1.8141281111117179e+49
0,['.\\sipaimages\\5\\22.jpg'],-20.07,604,['44410911144124118811111460401'],['8..'],['1010113111410.100111111.040011066'],0.5,['112411111.71111111111.1700111014411111112111110077116116119167771161111010402111810110511000119'],['..'],,7.88871111111111e+21
0,['.\\sipaimages\\5\\23.jpg'],8.3,604,131,['.'],111,,1131111140.45,,,2274111
0,['.\\sipaimages\\5\\24.jpg'],179.32,604,,,,,,,['2....3..0537...4'],['4.777250082.6538665463097777575232112006711113244911118081305520509017734']
0,['.\\sipaimages\\5\\25.jpg'],179.32,604,1,,['3.3.30011.1'],,['775747710.71.7.1176...577.377...17.727.77471711414711414.7.140616605774111411'],11.0,['411..3.5'],['0000000140020841422146156.37356.100038803017741597978001486.53770827.01111115218164']
0,['.\\sipaimages\\5\\26.jpg'],179.26,604,1114110,,['1.2.11'],,['11111111511511111115.7111.71171201111'],['.12..'],['..'],['000.60012528110000743016.6690111151.714144']
0,['.\\sipaimages\\5\\27.jpg'],179.26,604,101.7077000071,['.'],['000.31610806210001707717.1'],,['1.1.1.111111111121411411117773859.301117103'],11,['17..'],['7.235414068864....4836410211174645401816175964411.1185111']
0,['.\\sipaimages\\5\\3.jpg'],10.63,604,110100414,,6022004,7381117545,1,,312,91181118.17111719
0,['.\\sipaimages\\5\\4.jpg'],10.63,604,80000000241144,,460,151,1111,,['...3'],6162
0,['.\\sipaimages\\5\\5.jpg'],10.63,604,9810.77711,,['4091114181350006674687'],['.'],['101111111117.7.74111110711117111111111111111414111111111111111111111111.114411351777777773111157111'],['.45541..'],['.'],['1109111111002110411411']
0,['.\\sipaimages\\5\\6.jpg'],10.63,604,11411447,['.'],13.111119444113912,['....'],7.777777771114177e+29,['..'],['.115273.3.'],['9770601145464447118781811127146641.111114111936.100678141001000122242117']
0,['.\\sipaimages\\5\\7.jpg'],9.3,604,1,,6.211541114110118,['2..'],,,,8003016111
0,['.\\sipaimages\\5\\8.jpg'],9.3,604,,,44591154,,111111111,,['2...1553.1.9'],['792211303686168000311361618.10241175271011144.1.7010111410000267411']
0,['.\\sipaimages\\5\\9.jpg'],6.85,604,3.1000409814,,['0345840.71948441720060636140000003.686301106621456435721114427149'],['..7.113.2.'],1116,['.'],,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,605,1700,5,['243.59.541836'],53,11111,['.'],['.'],19111
0,['.\\sipaimages\\5\\10.jpg'],10.51,605,7115855550,,['00000000..'],,['111174415061100000000147777211111111191111141111111111.7511110001111571444.41004111477711'],['51.....'],['.'],4771447.000139433
0,['.\\sipaimages\\5\\11.jpg'],10.51,605,1.1,,['863.147418151711114.7434117777770711'],1,['1110711114111912.1411051462303511117.7.0.1'],['.'],,17111
0,['.\\sipaimages\\5\\12.jpg'],10.51,605,7,,19117,,77712.1777111111,['..4'],3,7441004141
0,['.\\sipaimages\\5\\13.jpg'],10.46,605,1114441111,['.'],1646140480.7167113,3.54,['5557777577771117.11771731011411111111411111117177114581256117177777.77777705.11'],771,['..4'],1144441777774.1768
0,['.\\sipaimages\\5\\14.jpg'],10.46,605,7414,['.'],14414141786114005,4.0,['11111.3101117777177111114211111550254.7'],['.0.14'],323817,['1457845511716611111051111']
0,['.\\sipaimages\\5\\15.jpg'],10.69,605,81086111,,4401864711.387041,11.0,['11.417500001601111777.1111111.111.1111111011147.9117710211'],1.0,['..1'],448.716411119911
0,['.\\sipaimages\\5\\16.jpg'],10.14,605,1441111448717,0,4001147171710011191,,1.4111111153800607e+22,,['.....3'],1.123011617017054e+24
0,['.\\sipaimages\\5\\17.jpg'],10.23,605,1,,0.111549837117611,['..'],['000113111.711114114.7615111111221126155111'],['..'],243,['47740.1178077.14868143101174436811941711416341']
0,['.\\sipaimages\\5\\18.jpg'],-19.53,605,['114..014'],,22190904107314,,['25.745111.141111177770011111117111111411110111117111111104411117777.1111111199322222223222222711111171091110141.11001101000111117111.'],['.41951.0'],30,8.080277200801175e+27
0,['.\\sipaimages\\5\\19.jpg'],-18.24,605,['1.7444141411660101117.711422111'],0.0,['94770244453111111101614117244111111141114'],['.'],['10216111111007111100050647411111..1466141111116040061111535554141114600114179111.9116906810111'],7,['.22..'],['11311300111591111411118411116611821117777777731191001106611220816146']
0,['.\\sipaimages\\5\\2.jpg'],-7.94,605,11,,11,,111111,['.'],['..5'],32849441.71111018
0,['.\\sipaimages\\5\\20.jpg'],-20.22,605,['1138815713811861431408064661617335111111066141164607111144444'],['...03'],4.806111111182386e+26,['..30..'],['412771.14111677111111111949711111000011114644611151120112711411.019111115114144111117'],3.903,['155..74'],['0808086179000111211114244141748111183511179811601111100110661']
